Date,InterDayOpenChange,Open,High,Low,Close,Adj Close,Volume
10/15/15,-0.15,0.523278,0.572714,0.51473,0.561878,0.561878,371022
10/16/15,0.08,0.562593,0.568861,0.522533,0.536495,0.536495,249891
10/17/15,-0.05,0.534117,0.56346,0.526961,0.547178,0.547178,313860
10/18/15,0.03,0.547913,0.552234,0.512861,0.517734,0.517734,133690
10/19/15,-0.06,0.517621,0.521546,0.480994,0.489014,0.489014,243742
10/20/15,-0.05,0.489629,0.501898,0.431648,0.434829,0.434829,383921
10/21/15,-0.12,0.431589,0.482988,0.420897,0.447329,0.447329,609085
10/22/15,0.03,0.444988,0.619466,0.420991,0.567702,0.567702,924822
10/23/15,0.27,0.56637,0.611743,0.504284,0.539657,0.539657,878822
10/24/15,-0.05,0.539681,0.577396,0.518688,0.56359,0.56359,258356
10/25/15,0.04,0.563207,0.688192,0.561383,0.616039,0.616039,635384
10/26/15,0.1,0.619743,0.757517,0.597098,0.731317,0.731317,1089120
10/27/15,0.14,0.70889,0.898172,0.70889,0.869641,0.869641,1846370
10/28/15,0.23,0.870938,1.05579,0.807857,1.00248,1.00248,2373050
10/29/15,0.15,1.00525,1.20666,0.947374,1.20666,1.20666,2279240
10/30/15,0.2,1.2092,1.34505,0.96816,1.04122,1.04122,2429200
10/31/15,-0.13,1.04658,1.05638,0.900171,0.916627,0.916627,673892
11/1/15,-0.12,0.920847,1.07674,0.899082,1.05567,1.05567,588913
11/2/15,0.15,1.05797,1.09979,0.953647,0.989789,0.989789,1145200
11/3/15,-0.06,0.994568,1.07044,0.936615,1.01336,1.01336,1907690
11/4/15,0.02,1.01065,1.03872,0.725665,0.89905,0.89905,3060340
11/5/15,-0.11,0.900699,0.991259,0.860382,0.895637,0.895637,1179840
11/6/15,0,0.904772,0.989848,0.852929,0.926032,0.926032,913666
11/7/15,0.02,0.923732,0.943787,0.863539,0.927974,0.927974,890187
11/8/15,-0.01,0.915661,1.03268,0.915661,1.02747,1.02747,1021460
11/9/15,0.13,1.03253,1.10642,0.945263,0.999278,0.999278,2045290
11/10/15,-0.03,1.00126,1.05304,0.920968,0.934348,0.934348,854581
11/11/15,-0.06,0.941296,0.945278,0.729775,0.791829,0.791829,1278580
11/12/15,-0.15,0.796455,0.913919,0.76351,0.895711,0.895711,806156
11/13/15,0.14,0.907722,0.917309,0.846023,0.904096,0.904096,543671
11/14/15,0,0.905469,0.906113,0.876908,0.888812,0.888812,372514
11/15/15,-0.02,0.891217,0.921516,0.874957,0.906368,0.906368,411848
11/16/15,0.02,0.906166,0.944732,0.891971,0.928962,0.928962,620945
11/17/15,0.02,0.924948,1.03295,0.905794,1.00798,1.00798,1145440
11/18/15,0.07,0.993214,1.01157,0.940516,0.993319,0.993319,681104
11/19/15,0,0.988713,1.00797,0.937498,0.955532,0.955532,443528
11/20/15,-0.03,0.955735,0.955735,0.898576,0.92492,0.92492,614335
11/21/15,-0.03,0.928758,0.978743,0.92094,0.97614,0.97614,455976
11/22/15,0.05,0.979765,0.984132,0.958982,0.968018,0.968018,372173
11/23/15,-0.01,0.967493,0.969057,0.93387,0.946969,0.946969,441875
11/24/15,-0.02,0.946442,0.948055,0.895931,0.900191,0.900191,524195
11/25/15,-0.06,0.893827,0.899493,0.851106,0.863537,0.863537,622991
11/26/15,-0.03,0.863273,0.903643,0.80436,0.884183,0.884183,947473
11/27/15,0.02,0.8821,0.900051,0.860695,0.867951,0.867951,403813
11/28/15,-0.02,0.868102,0.929293,0.862122,0.915703,0.915703,462464
11/29/15,0.05,0.914144,0.914153,0.860533,0.878614,0.878614,448358
11/30/15,-0.04,0.879951,0.895054,0.847696,0.873119,0.873119,784439
12/1/15,0,0.878316,0.886736,0.853937,0.8748,0.8748,652857
12/2/15,-0.01,0.873171,0.878017,0.818924,0.82121,0.82121,506307
12/3/15,-0.06,0.818546,0.837664,0.785086,0.812143,0.812143,539969
12/4/15,-0.01,0.812082,0.859575,0.802373,0.840041,0.840041,241278
12/5/15,0.04,0.841195,0.872821,0.824444,0.862438,0.862438,232743
12/6/15,0.03,0.866417,0.882436,0.833115,0.8355,0.8355,443608
12/7/15,-0.03,0.836322,0.850791,0.78765,0.811264,0.811264,520409
12/8/15,-0.04,0.806024,0.823645,0.782328,0.822118,0.822118,445903
12/9/15,0.02,0.824454,0.824454,0.770488,0.792167,0.792167,624221
12/10/15,-0.04,0.79559,0.86159,0.787291,0.840396,0.840396,369589
12/11/15,0.06,0.839995,0.929762,0.819789,0.929762,0.929762,801072
12/12/15,0.11,0.931196,1.04537,0.928546,0.976973,0.976973,1376280
12/13/15,0.04,0.971538,0.989394,0.937438,0.952884,0.952884,273614
12/14/15,-0.02,0.95662,1.0131,0.950178,0.993022,0.993022,563436
12/15/15,0.04,0.990589,1.02884,0.98224,1.01415,1.01415,578618
12/16/15,0.03,1.01711,1.01803,0.974927,0.991182,0.991182,320767
12/17/15,-0.02,0.993043,0.997611,0.911807,0.940701,0.940701,640765
12/18/15,-0.06,0.938327,0.939493,0.908081,0.920127,0.920127,300787
12/19/15,-0.02,0.921524,0.925874,0.888916,0.908072,0.908072,343535
12/20/15,-0.01,0.90824,0.943185,0.899441,0.903885,0.903885,472164
12/21/15,0,0.906065,0.91739,0.891182,0.900771,0.900771,549113
12/22/15,-0.01,0.894973,0.909526,0.862059,0.864202,0.864202,454249
12/23/15,-0.04,0.861782,0.88294,0.856065,0.858077,0.858077,334993
12/24/15,0,0.859433,0.882818,0.8476,0.863262,0.863262,354646
12/25/15,0,0.861993,0.882556,0.861993,0.870363,0.870363,187114
12/26/15,0.01,0.870766,0.897453,0.838314,0.854603,0.854603,425282
12/27/15,-0.02,0.853166,0.861538,0.841151,0.856365,0.856365,164565
12/28/15,0,0.856356,0.872394,0.832932,0.845005,0.845005,235134
12/29/15,-0.01,0.843835,0.873054,0.833232,0.873054,0.873054,215742
12/30/15,0.04,0.874258,0.941099,0.866647,0.911958,0.911958,604078
12/31/15,0.04,0.912098,0.975414,0.910277,0.933542,0.933542,663994
1/1/16,0.02,0.933712,0.954822,0.931442,0.948024,0.948024,206062
1/2/16,0.01,0.947401,0.969637,0.93656,0.937124,0.937124,255504
1/3/16,-0.01,0.93843,0.991362,0.934313,0.971905,0.971905,407632
1/4/16,0.04,0.972045,0.976438,0.929835,0.95448,0.95448,346245
1/5/16,-0.02,0.953147,0.970597,0.946543,0.950176,0.950176,219833
1/6/16,0,0.950028,0.960659,0.935708,0.95086,0.95086,308791
1/7/16,0.01,0.955801,0.974623,0.93583,0.942005,0.942005,647462
1/8/16,-0.01,0.942752,0.991825,0.939715,0.986789,0.986789,545600
1/9/16,0.05,0.985501,0.992345,0.9736,0.986833,0.986833,226281
1/10/16,0,0.985557,1.00103,0.975099,0.999231,0.999231,390888
1/11/16,0.01,0.999216,1.06991,0.999216,1.0616,1.0616,1011920
1/12/16,0.07,1.0661,1.28283,1.05009,1.141,1.141,2898760
1/13/16,0.07,1.13547,1.15218,1.07703,1.1252,1.1252,1005910
1/14/16,-0.01,1.1221,1.18959,1.10319,1.18959,1.18959,751961
1/15/16,0.06,1.18444,1.31938,1.14293,1.20801,1.20801,3910550
1/16/16,0.03,1.22046,1.30816,1.16801,1.22029,1.22029,2462630
1/17/16,0,1.22147,1.32883,1.20777,1.32747,1.32747,1171150
1/18/16,0.09,1.33231,1.5429,1.32222,1.42634,1.42634,4278930
1/19/16,0.07,1.42261,1.46469,1.30501,1.37139,1.37139,2446740
1/20/16,-0.04,1.36318,1.61924,1.35371,1.53182,1.53182,2933220
1/21/16,0.12,1.5327,1.58549,1.48669,1.55357,1.55357,1614960
1/22/16,0.01,1.54703,1.58146,1.46588,1.50127,1.50127,1567240
1/23/16,-0.03,1.50412,2.03012,1.49605,1.97267,1.97267,7370980
1/24/16,0.26,1.90054,2.29842,1.90054,2.1412,2.1412,9669770
1/25/16,0.13,2.14764,2.66258,2.05614,2.49927,2.49927,10739300
1/26/16,0.18,2.53274,2.83699,1.99477,2.27637,2.27637,13939200
1/27/16,-0.11,2.24744,2.59494,2.18865,2.38855,2.38855,6961080
1/28/16,0.07,2.40645,2.68467,2.34203,2.52649,2.52649,4903850
1/29/16,0.06,2.54298,2.60677,2.3039,2.49496,2.49496,6662340
1/30/16,-0.01,2.50772,2.61181,2.39892,2.44506,2.44506,3725080
1/31/16,-0.03,2.44315,2.53097,2.18635,2.30604,2.30604,5847500
2/1/16,-0.05,2.31969,2.31969,2.11631,2.21169,2.21169,3994100
2/2/16,-0.05,2.21519,2.44898,2.1572,2.43964,2.43964,3451270
2/3/16,0.1,2.43193,2.54017,2.34162,2.52869,2.52869,3987750
2/4/16,0.04,2.52903,2.62954,2.43646,2.57804,2.57804,3552320
2/5/16,0.02,2.57035,2.60618,2.47092,2.53899,2.53899,2636700
2/6/16,-0.01,2.53382,2.56115,2.47201,2.53446,2.53446,1921240
2/7/16,0,2.53641,3.05819,2.53638,2.96434,2.96434,7007060
2/8/16,0.17,2.973,3.27428,2.87537,3.17979,3.17979,9725690
2/9/16,0.07,3.17499,4.04464,3.16875,4.04464,4.04464,17954000
2/10/16,0.26,4.00055,4.86144,3.7831,4.43626,4.43626,28640400
2/11/16,0.12,4.49682,6.29223,4.3383,6.0131,6.0131,26408200
2/12/16,0.32,5.94615,6.58275,5.07076,5.54698,5.54698,23360800
2/13/16,-0.04,5.68505,5.71954,4.19,5.38532,5.38532,24218800
2/14/16,-0.05,5.40433,5.46506,4.44571,5.23973,5.23973,11226500
2/15/16,-0.01,5.33053,5.88699,5.01856,5.28835,5.28835,13934200
2/16/16,0,5.32832,5.47486,4.03384,4.31529,4.31529,15889100
2/17/16,-0.2,4.28917,4.76707,3.49737,3.75724,3.75724,15451000
2/18/16,-0.12,3.7747,4.77057,3.42088,4.39913,4.39913,17054000
2/19/16,0.16,4.38479,4.79322,4.27469,4.73789,4.73789,7666320
2/20/16,0.07,4.6822,4.75406,4.12707,4.34133,4.34133,8631090
2/21/16,-0.07,4.36055,4.71151,4.22761,4.65362,4.65362,6413550
2/22/16,0.07,4.66495,5.64571,4.63525,5.6165,5.6165,15056200
2/23/16,0.22,5.68493,5.94764,5.38782,5.58621,5.58621,13380600
2/24/16,-0.01,5.60405,6.23647,5.50925,6.23647,6.23647,11426500
2/25/16,0.1,6.18671,6.64741,5.55124,6.1048,6.1048,21471800
2/26/16,-0.02,6.03783,6.26875,5.73905,5.92167,5.92167,9526860
2/27/16,-0.01,5.96308,6.52692,5.92052,6.42586,6.42586,8903210
2/28/16,0.07,6.40551,6.61934,6.23837,6.46835,6.46835,9851660
2/29/16,0.01,6.45565,6.61451,6.05429,6.33699,6.33699,7648020
3/1/16,-0.02,6.31931,7.90864,6.30885,7.65369,7.65369,23098100
3/2/16,0.21,7.63303,8.75346,7.3713,8.46539,8.46539,29130200
3/3/16,0.11,8.44229,10.0974,8.33203,9.29415,9.29415,40314900
3/4/16,0.09,9.24056,10.406,8.47942,10.406,10.406,35520100
3/5/16,0.12,10.3703,12.274,9.9729,11.0037,11.0037,56439600
3/6/16,0.08,11.204,11.836,9.99361,11.3829,11.3829,39112000
3/7/16,0.02,11.4288,11.6519,9.30949,9.55263,9.55263,34085100
3/8/16,-0.16,9.58214,10.1664,8.81577,9.84721,9.84721,25524300
3/9/16,0.02,9.79242,12.0547,9.67099,11.898,11.898,27540500
3/10/16,0.21,11.8815,12.2393,10.9911,11.305,11.305,26851500
3/11/16,-0.06,11.2216,11.5999,10.3937,11.0828,11.0828,21002700
3/12/16,-0.01,11.1307,13.5333,11.0877,13.5333,13.5333,48957300
3/13/16,0.21,13.5102,15.2571,13.4674,14.475,14.475,43915100
3/14/16,0.07,14.5122,15.013,11.5821,12.4526,12.4526,58385100
3/15/16,-0.1,13.0017,13.1978,12.0468,13.01,13.01,28404500
3/16/16,0,13.0216,13.7307,12.4954,12.5209,12.5209,24335500
3/17/16,-0.04,12.5587,12.6435,10.4426,11.0815,11.0815,41650600
3/18/16,-0.12,11.1091,11.1788,8.52452,10.9981,10.9981,53956800
3/19/16,0.01,11.2037,11.2037,9.77663,10.5307,10.5307,26735700
3/20/16,-0.06,10.5163,10.9038,9.5704,10.3198,10.3198,17651100
3/21/16,-0.02,10.3037,12.0149,10.1616,11.8641,11.8641,28572600
3/22/16,0.15,11.8792,12.0252,11.177,11.2748,11.2748,19730300
3/23/16,-0.05,11.3279,12.4326,11.2371,12.4167,12.4167,19353200
3/24/16,0.1,12.4422,12.5016,10.8035,11.235,11.235,26081800
3/25/16,-0.09,11.2603,11.3729,10.5272,10.7432,10.7432,13782000
3/26/16,-0.04,10.7679,11.1808,10.5892,10.974,10.974,9425480
3/27/16,0.02,10.9861,11.0542,10.1121,10.4192,10.4192,16744800
3/28/16,-0.05,10.4314,11.8613,10.4075,11.6656,11.6656,23188300
3/29/16,0.13,11.7527,11.9136,11.3498,11.6564,11.6564,17684200
3/30/16,-0.01,11.6053,12.1785,11.4692,11.9529,11.9529,19351200
3/31/16,0.03,11.9198,12.0119,11.3157,11.4035,11.4035,14966700
4/1/16,-0.04,11.4006,11.8504,11.4006,11.6636,11.6636,11373100
4/2/16,0.02,11.6306,11.6888,11.3988,11.5989,11.5989,8682620
4/3/16,0,11.6283,11.7064,11.5087,11.6183,11.6183,5580550
4/4/16,0,11.6158,11.6158,11.0163,11.1573,11.1573,9599070
4/5/16,-0.03,11.2125,11.2125,10.1347,10.4381,10.4381,20557300
4/6/16,-0.07,10.4498,10.97,10.2773,10.6854,10.6854,16997100
4/7/16,0.02,10.6952,10.8097,9.95363,10.0697,10.0697,13464500
4/8/16,-0.06,10.0774,10.3875,9.65558,9.71959,9.71959,14660600
4/9/16,-0.04,9.69423,10.0889,9.06814,9.15062,9.15062,16194800
4/10/16,-0.06,9.14985,9.22472,7.45564,8.93634,8.93634,42613400
4/11/16,-0.02,8.94278,8.94664,8.00318,8.64379,8.64379,15138100
4/12/16,-0.03,8.63947,8.63947,7.15416,7.44231,7.44231,23190100
4/13/16,-0.14,7.44136,8.71977,7.06922,8.04442,8.04442,31403300
4/14/16,0.09,8.07517,8.75704,8.02152,8.38724,8.38724,13590700
4/15/16,0.04,8.38606,8.6162,8.09733,8.24278,8.24278,12179000
4/16/16,-0.02,8.23588,8.64976,8.11444,8.6095,8.6095,9888460
4/17/16,0.05,8.62319,9.702,8.56078,9.3091,9.3091,24619600
4/18/16,0.08,9.33273,9.50666,8.49687,9.036,9.036,21084100
4/19/16,-0.03,9.07533,9.30624,8.59546,8.71488,8.71488,12899100
4/20/16,-0.04,8.68819,8.82539,8.31376,8.46579,8.46579,15634700
4/21/16,-0.03,8.45346,8.72183,7.96222,8.10217,8.10217,13355400
4/22/16,-0.04,8.14992,8.27232,7.66848,7.82126,7.82126,13309300
4/23/16,-0.04,7.79183,8.55293,7.73774,8.29479,8.29479,14565200
4/24/16,0.06,8.29343,8.47397,7.95981,8.00135,8.00135,10786400
4/25/16,-0.03,8.00777,8.0946,7.23651,7.55434,7.55434,18239900
4/26/16,-0.06,7.52655,7.55182,7.05898,7.39704,7.39704,17667300
4/27/16,-0.02,7.38839,7.96774,7.31969,7.75997,7.75997,19254500
4/28/16,0.05,7.74069,7.91307,7.1664,7.17253,7.17253,11576000
4/29/16,-0.07,7.20703,7.73096,7.17189,7.45729,7.45729,8762080
4/30/16,0.03,7.45391,9.3665,7.45391,8.81398,8.81398,36573300
5/1/16,0.18,8.77508,9.01178,8.43236,8.8465,8.8465,16713800
5/2/16,0.01,8.89424,10.3215,8.85072,10.1632,10.1632,41019200
5/3/16,0.14,10.1651,10.1651,9.2798,9.31127,9.31127,21463900
5/4/16,-0.08,9.38287,10.0341,9.26752,9.41377,9.41377,17622400
5/5/16,0,9.39673,10.046,9.29212,9.8261,9.8261,18296200
5/6/16,0.04,9.80961,9.95219,9.03701,9.34664,9.34664,21510600
5/7/16,-0.05,9.31565,9.47579,9.2121,9.37051,9.37051,10806500
5/8/16,0.01,9.3729,9.5975,8.92686,9.48293,9.48293,15031000
5/9/16,0.01,9.49404,9.64116,9.2037,9.29773,9.29773,13085300
5/10/16,-0.02,9.28265,9.47902,9.26136,9.36152,9.36152,9321790
5/11/16,0.02,9.43143,10.0119,9.38926,9.99628,9.99628,15267500
5/12/16,0.06,9.99511,10.5063,9.85641,10.0578,10.0578,24137700
5/13/16,0.01,10.0623,11.0528,10.0184,10.5066,10.5066,31276900
5/14/16,0.04,10.5051,10.615,9.80792,10.2397,10.2397,18808000
5/15/16,-0.03,10.2386,10.4445,9.92642,9.96235,9.96235,9218400
5/16/16,-0.03,9.9687,11.4403,9.9687,11.1713,11.1713,29079900
5/17/16,0.12,11.1932,12.487,11.1526,12.1988,12.1988,37198700
5/18/16,0.09,12.1793,14.259,12.1793,13.5586,13.5586,65389900
5/19/16,0.11,13.5428,14.8728,13.3376,14.7697,14.7697,53757500
5/20/16,0.1,14.8532,15.0482,13.3842,13.6356,13.6356,50544100
5/21/16,-0.08,13.6897,14.0512,13.119,14.015,14.015,24648400
5/22/16,0.03,14.0405,14.3464,13.7658,14.2861,14.2861,17938900
5/23/16,0.02,14.2798,14.4924,13.1922,13.4615,13.4615,23842800
5/24/16,-0.07,13.3054,13.7743,12.0141,12.7323,12.7323,41560600
5/25/16,-0.04,12.7932,12.8984,11.7666,12.526,12.526,27444700
5/26/16,-0.02,12.5161,12.9866,12.0592,12.4304,12.4304,20764000
5/27/16,-0.01,12.3894,12.3894,10.5027,11.2958,11.2958,57496400
5/28/16,-0.09,11.3332,12.3633,10.3734,11.8929,11.8929,47274800
5/29/16,0.07,12.1122,12.6908,11.7768,12.3504,12.3504,28598400
5/30/16,0.02,12.3253,12.8806,12.2658,12.7253,12.7253,14733800
5/31/16,0.03,12.7435,14.2673,12.6422,14.0773,14.0773,42433400
6/1/16,0.11,14.1098,14.3155,13.4389,14.0015,14.0015,22471300
6/2/16,-0.01,13.9917,14.0484,13.6292,13.738,13.738,10477200
6/3/16,-0.02,13.7429,13.8738,13.2543,13.8467,13.8467,22981500
6/4/16,0.01,13.8643,13.9454,13.4218,13.7404,13.7404,15792400
6/5/16,-0.01,13.7625,14.0722,13.5678,13.975,13.975,11088400
6/6/16,0.02,14.0007,14.0585,13.7349,13.9341,13.9341,8720400
6/7/16,0,13.9453,14.512,13.8146,14.512,14.512,21421600
6/8/16,0.04,14.5079,14.7796,14.2752,14.4177,14.4177,16941800
6/9/16,-0.01,14.4306,14.5672,14.3402,14.3986,14.3986,8256830
6/10/16,0,14.3759,14.4318,13.8207,13.9086,13.9086,11312900
6/11/16,-0.03,13.9091,14.1916,13.7203,14.1916,14.1916,12176500
6/12/16,0.02,14.1864,15.9,14.1864,15.7437,15.7437,38210300
6/13/16,0.11,15.7723,17.644199,15.7196,17.602699,17.602699,38023400
6/14/16,0.12,17.612801,19.2735,17.298599,18.8932,18.8932,64412200
6/15/16,0.07,18.9053,18.9053,17.709499,18.3543,18.3543,19393400
6/16/16,-0.03,18.362801,20.8297,18.362801,20.5886,20.5886,38531000
6/17/16,0.12,20.6509,21.522699,13.5676,15.3768,15.3768,199408000
6/18/16,-0.26,15.3786,15.3786,9.96364,11.3307,11.3307,133937000
6/19/16,-0.27,11.1673,13.1821,10.6356,12.2342,12.2342,69783600
6/20/16,0.1,12.2369,12.4483,10.5247,11.8395,11.8395,58143600
6/21/16,-0.03,11.8198,13.4204,11.2918,13.3067,13.3067,69245600
6/22/16,0.12,13.1997,15.7856,13.0951,13.0951,13.0951,96994096
6/23/16,0,13.2156,13.7911,12.564,13.6762,13.6762,30806400
6/24/16,0.04,13.6821,14.5673,13.2194,14.3321,14.3321,33332900
6/25/16,0.05,14.3028,14.5819,14.017,14.283,14.283,15383100
6/26/16,0,14.2611,14.3739,13.6565,13.8502,13.8502,14747600
6/27/16,-0.03,13.8082,14.1211,13.7493,13.8839,13.8839,10994700
6/28/16,0.01,13.9276,13.9815,11.718,12.1756,12.1756,43436600
6/29/16,-0.13,12.1742,13.038,11.6854,12.6112,12.6112,26982800
6/30/16,0.04,12.6029,12.7419,12.2536,12.4615,12.4615,15801300
7/1/16,-0.01,12.4381,12.4913,11.7335,12.1995,12.1995,17236500
7/2/16,-0.02,12.216,12.2209,11.9502,12.1284,12.1284,8987070
7/3/16,-0.01,12.1208,12.1452,11.5891,11.7202,11.7202,10588700
7/4/16,-0.04,11.6961,11.8802,11.3895,11.471,11.471,12943500
7/5/16,-0.02,11.4574,11.5178,9.57626,10.6114,10.6114,45526900
7/6/16,-0.08,10.5758,11.1056,10.2808,10.5289,10.5289,18137300
7/7/16,0,10.5359,10.5658,9.80321,10.1094,10.1094,15407200
7/8/16,-0.04,10.1153,11.5248,9.96126,11.3946,11.3946,20039800
7/9/16,0.13,11.4177,11.4567,10.7295,10.9655,10.9655,17254800
7/10/16,-0.04,10.9604,11.0137,10.7822,10.9476,10.9476,5479240
7/11/16,0,10.9411,11.0093,10.2602,10.459,10.459,13098000
7/12/16,-0.05,10.447,10.762,10.4258,10.5161,10.5161,11127700
7/13/16,0.01,10.5066,10.5895,10.4039,10.5005,10.5005,6715660
7/14/16,0.01,10.5969,11.6819,10.5969,11.5132,11.5132,23621900
7/15/16,0.09,11.4991,12.4313,11.49,11.9516,11.9516,26838900
7/16/16,0.04,11.9194,11.9359,11.5924,11.6528,11.6528,10445700
7/17/16,-0.02,11.6235,11.6703,11.0074,11.1587,11.1587,17921600
7/18/16,-0.04,11.173,11.6101,10.9483,11.0344,11.0344,15931900
7/19/16,-0.01,11.0466,12.0139,11.0103,11.6191,11.6191,21730000
7/20/16,0.05,11.5902,12.9914,11.5669,12.4506,12.4506,60226100
7/21/16,0.08,12.4601,12.7103,11.9937,12.6507,12.6507,24636900
7/22/16,0.02,12.6575,14.8134,12.5399,14.6619,14.6619,74779504
7/23/16,0.16,14.6655,14.8989,14.0497,14.2997,14.2997,32489700
7/24/16,-0.03,14.2958,14.4374,12.3161,12.7495,12.7495,77750800
7/25/16,-0.11,12.7434,13.857,12.6838,13.8361,13.8361,36673800
7/26/16,0.08,13.8161,13.8511,11.7272,11.9895,11.9895,94428800
7/27/16,-0.13,12.0505,13.3119,11.8357,12.9728,12.9728,58278800
7/28/16,0.08,12.9791,12.9882,12.4927,12.8436,12.8436,24603900
7/29/16,-0.01,12.8364,12.8706,12.5542,12.7946,12.7946,14082300
7/30/16,0,12.7974,12.8013,12.461,12.461,12.461,9047810
